"food_id","food_type","food_lat","food_long","food_notes","add_date","ip_addr","lastpicked_date","lastpicked_status","food_total_2009","food_total_2010","food_total_2011","food_total_2012"
"936","Serviceberries","33.771474","-84.391123"," -- Added by ","07/22/13","76.111.61.195","","","","","",""
"937","Serviceberries","33.792116","-84.368417","small little guy -- Added by ","07/23/13","66.87.109.148","","","","","",""
"938","Serviceberries","33.790644","-84.368104","large tree -- Added by ","07/23/13","66.87.109.148","","","","","",""
"939","Serviceberries","33.790631","-84.368213","full size -- Added by ","07/23/13","66.87.109.148","","","","","",""
"940","Serviceberries","33.790607","-84.368263","full size -- Added by ","07/23/13","66.87.109.148","","","","","",""
"941","Serviceberries","33.79058","-84.368301","full size -- Added by ","07/23/13","66.87.109.148","","","","","",""
"942","Serviceberries","33.790559","-84.368335","full size -- Added by ","07/23/13","66.87.109.148","","","","","",""
"943","Serviceberries","33.790466","-84.368402","full size -- Added by ","07/23/13","66.87.109.148","","","","","",""
"944","Serviceberries","33.792794","-84.072004"," -- Added by ","07/23/13","66.87.109.148","","","","","",""
"945","Figs","33.758129","-84.363603"," -- Added by ","07/25/13","66.87.111.37","","","","","",""
"946","Peaches","33.758173","-84.363739","maybe? -- Added by ","07/25/13","66.87.111.37","","","","","",""
"948","Blackberries","33.67256","-84.43628","  looks like a ton of blackberries -- Added by ","08/21/13","70.193.138.66","","","","","",""
"949","Flying Dragon","33.759024","-84.331555","in front of 200 Arizona -- Added by ","09/17/13","66.87.148.243","","","","","",""
"950","Serviceberries","33.769508","-84.34842","large tree. found Oct 2013 -- Added by ","09/29/13","66.87.111.181","","","","","",""
"951","Pecans","33.769275","-84.348195","smaller tree. found Oct 2013 -- Added by ","09/29/13","66.87.111.181","","","","","",""
"952","Mulberries","33.765","-84.33664"," -- Added by ","12/13/13","173.160.92.10","","","","","",""
"953","Serviceberries","33.76498","-84.3395","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"954","Serviceberries","33.76587","-84.33949","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"955","Serviceberries","33.7654","-84.3395","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"956","Serviceberries","33.76565","-84.33948","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"957","Serviceberries","33.76575","-84.33948","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"958","Serviceberries","33.76584","-84.33948","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"959","Serviceberries","33.76558","-84.33948","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"960","Serviceberries","33.76551","-84.33949","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"961","Serviceberries","33.76532","-84.3395","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"962","Serviceberries","33.76523","-84.33949","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"963","Serviceberries","33.76515","-84.33949","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"964","Serviceberries","33.76508","-84.3395","Planted in 2014. 5' tall. -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"965","Serviceberries","33.76791","-84.3654","Large but hard to get to -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"966","Serviceberries","33.76841","-84.36528","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"967","Serviceberries","33.76843","-84.36528","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"968","Serviceberries","33.76854","-84.3653","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"969","Serviceberries","33.76864","-84.36521","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"970","Serviceberries","33.76865","-84.36524","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"971","Serviceberries","33.76556","-84.36431","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"972","Serviceberries","33.76557","-84.36432","Spindly and small, but early fruiting -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"973","Serviceberries","33.75898","-84.39257","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"974","Serviceberries","33.75898","-84.39268","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"975","Serviceberries","33.75926","-84.39228","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"976","Serviceberries","33.75924","-84.39227","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"977","Serviceberries","33.75922","-84.39227","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"978","Serviceberries","33.75934","-84.39231","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"979","Serviceberries","33.75937","-84.39228","Large trees that fruit a week before anything else -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"980","Serviceberries","33.99938","-85.05195","Large tree -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"981","Serviceberries","33.9994","-85.05191","Large tree -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"982","Serviceberries","34.0009","-85.05341","Large tree -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"983","Serviceberries","34.00101","-85.0535","Large tree -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"984","Serviceberries","34.00649","-85.05756","A few more around here... -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"985","Serviceberries","34.00651","-85.0577","A few more around here... -- Added by Craig","05/13/14","50.167.165.164","","","","","",""
"986","Mulberries","33.79374","-84.27625","Mulberry overhangs sidewalk -- Added by stacie.boschma@gmail.com","05/20/14","38.110.37.248","","","","","",""
"987","Elderberries","33.79372","-84.27635","Elder is mixed into the foliage along the embankment -- Added by stacie.boschma@gmail.com","05/20/14","38.110.37.248","","","","","",""
"988","Mulberries","33.78586","-84.388"," -- Added by ","05/23/14","167.121.4.36","","","","","",""
"989","Mulberries","33.78566","-84.38312"," -- Added by ","05/23/14","167.121.4.35","","","","","",""
"990","Mulberries","33.78161","-84.38244"," -- Added by ","05/23/14","167.121.4.35","","","","","",""
"991","Mulberries","33.77616","-84.38134"," -- Added by ","05/23/14","167.121.4.35","","","","","",""
"992","Mulberries","33.78603","-84.37072","Down the Beltline trail a short ways - several trees on the lefthand side of the trail. -- Added by Grant McFerrin - gjmcferrin@gmail.com","05/27/14","66.249.88.12","","","","","",""
"993","Mulberries","33.78644","-84.38605","White mulberries - corner of the parking lot -- Added by ","05/27/14","66.249.88.12","","","","","",""
"994","Raspberries","33.77274","-84.2611","Bushes growing along the fence at Avondale Elementary. -- Added by Jenn Purdy 404-964-1319","05/29/14","71.204.84.134","","","","","",""
"995","Serviceberries","33.76408","-84.34354"," -- Added by ","06/02/14","70.193.139.63","","","","","",""
"996","Mulberries","33.8037","-84.42145","On the left hand side of the road as you head NW -- Added by ","06/05/14","204.77.244.242","","","","","",""
"997","Mulberries","33.80484","-84.42274","On the right hand side of the road as you head NW -- Added by ","06/05/14","204.77.244.242","","","","","",""
"998","Mulberries","33.76144","-84.27297"," -- Added by jbaker232@gmail.com","06/09/14","76.97.69.190","","","","","",""
"999","Mulberries","33.75766","-84.3656"," -- Added by webbeh@gmail.com","06/14/14","24.99.57.248","","","","","",""
"1000","Persimmon","33.769559","-84.347075","native -- Added by ","06/15/14","66.87.148.79","","","","","",""
"1001","Mulberries","33.75121","-84.36541"," -- Added by ","06/18/14","70.43.136.194","","","","","",""
"1002","Mulberries","33.75084","-84.36762"," -- Added by ","06/18/14","70.43.136.194","","","","","",""
"1003","Mulberries","33.80761","-84.40172","10+ mature trees -- Added by kenan.crawford.hill@gmail.com","07/18/14","50.203.252.110","","","","","",""
"1004","Pears","33.76602","-84.368","Huge! -- Added by Craig","08/06/14","24.99.63.68","","","","","",""
