tree_id,tree_type,tree_lat,tree_lng,"tree_notes",tree_add_date,tree_user_id,tree_private,tree_hash
899,21,33.74917,-84.32865," -- Added by ",06/01/13,97.82.186.140,0,"djupcpcg0j"
900,25,33.74931,-84.32888," -- Added by ",06/01/13,97.82.186.140,0,"djupcpcefx"
901,26,33.768742,-84.334112," -- Added by ",06/02/13,66.87.104.118,0,"dnh00gmv0vb2"
902,26,33.768725,-84.334111," -- Added by ",06/02/13,66.87.104.118,0,"dnh00gmv0f94"
903,26,33.768695,-84.334112," -- Added by ",06/02/13,66.87.104.118,0,"dnh00gmubv02"
904,12,33.74086,-84.34453," -- Added by ",06/03/13,50.10.73.34,0,"djupbwq4y0"
905,10,33.74057,-84.34443," -- Added by ",06/03/13,50.10.73.34,0,"djupbwq306"
906,26,33.76486,-84.26612,"Found in 2013. Short but big -- Added by craig",06/21/13,76.111.61.195,0,"dnh046xq94"
907,26,33.76486,-84.26606,"Found in 2013. Short but big -- Added by craig",06/21/13,76.111.61.195,0,"dnh046xqd6"
908,26,33.76486,-84.266,"Found in 2013. Short but big -- Added by craig",06/21/13,76.111.61.195,0,"dnh046xqef"
909,26,33.79885,-84.39377,"Smallish tree on right side of road near intersection -- Added by ",06/25/13,76.111.61.195,0,"dn5br8fkdd"
910,15,33.77838,-84.3529,"Rosemary -- Added by Free rosemary bushes right in front of Diesel bar and a few steps away in front of Ace Hardware",06/27/13,192.136.16.3,0,"dnh00t0j6f"
911,2,33.76225,-84.32709,"295 Matthews. In right of way -- Added by Steven@WoodysCheeseStesks.com",06/29/13,208.54.64.160,0,"dnh0144zk7"
912,17,33.7546,-84.38804,"2 -- Added by hadi@peachdish.com",07/04/13,108.86.108.244,0,"dn5bp8ydb1"
913,8,33.8246,-84.38102,"2 -- Added by hadi@peachdish.com",07/04/13,108.86.108.244,0,"dn5brveded"
914,17,33.78492,-84.36455,"2 -- Added by hadi@peachdish.com",07/04/13,108.86.108.244,0,"dnh00nre7t"
934,26,33.771488,-84.391136," -- Added by ",07/22/13,76.111.61.195,0,"dn5bpeum0j8h"
935,26,33.771469,-84.391147," -- Added by ",07/22/13,76.111.61.195,0,"dn5bpeujpdpg"
936,26,33.771474,-84.391123," -- Added by ",07/22/13,76.111.61.195,0,"dn5bpeum071c"
937,26,33.792116,-84.368417,"small little guy -- Added by ",07/23/13,66.87.109.148,0,"dnh00psv36ux"
938,26,33.790644,-84.368104,"large tree -- Added by ",07/23/13,66.87.109.148,0,"dnh00pmhb8w4"
939,26,33.790631,-84.368213,"full size -- Added by ",07/23/13,66.87.109.148,0,"dnh00pkuwnhv"
940,26,33.790607,-84.368263,"full size -- Added by ",07/23/13,66.87.109.148,0,"dnh00pkuscxq"
941,26,33.79058,-84.368301,"full size -- Added by ",07/23/13,66.87.109.148,0,"dnh00pkukhej"
942,26,33.790559,-84.368335,"full size -- Added by ",07/23/13,66.87.109.148,0,"dnh00pku729z"
943,26,33.790466,-84.368402,"full size -- Added by ",07/23/13,66.87.109.148,0,"dnh00pkg9xrv"
944,26,33.792794,-84.072004," -- Added by ",07/23/13,66.87.109.148,0,"dnh0nzu9k36h"
945,8,33.758129,-84.363603," -- Added by ",07/25/13,66.87.111.37,0,"dnh0032r3e65"
946,17,33.758173,-84.363739,"maybe? -- Added by ",07/25/13,66.87.111.37,0,"dnh0032pw7sc"
948,3,33.67256,-84.43628,"  looks like a ton of blackberries -- Added by ",08/21/13,70.193.138.66,0,"djgzw9gkuh"
949,9,33.759024,-84.331555,"in front of 200 Arizona -- Added by ",09/17/13,66.87.148.243,0,"dnh00cxss64y"
950,26,33.769508,-84.34842,"large tree. found Oct 2013 -- Added by ",09/29/13,66.87.111.181,0,"dnh00ee3eke3"
951,19,33.769275,-84.348195,"smaller tree. found Oct 2013 -- Added by ",09/29/13,66.87.111.181,0,"dnh00ee82957"
952,12,33.765,-84.33664," -- Added by ",12/13/13,173.160.92.10,0,"dnh00fezmu"
953,26,33.76498,-84.3395,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00f9z70"
954,26,33.76587,-84.33949,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcu7q"
955,26,33.7654,-84.3395,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcc"
956,26,33.76565,-84.33948,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcg5t"
957,26,33.76575,-84.33948,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcgg8"
958,26,33.76584,-84.33948,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcu78"
959,26,33.76558,-84.33948,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcfg8"
960,26,33.76551,-84.33949,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcf77"
961,26,33.76532,-84.3395,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcc5p"
962,26,33.76523,-84.33949,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcber"
963,26,33.76515,-84.33949,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00fcb72"
964,26,33.76508,-84.3395,"Planted in 2014. 5' tall. -- Added by Craig",05/13/14,50.167.165.164,0,"dnh00f9zg5"
965,26,33.76791,-84.3654,"Large but hard to get to -- Added by Craig",05/13/14,50.167.165.164,0,"dnh005qbrd"
966,26,33.76841,-84.36528,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh005r54r"
967,26,33.76843,-84.36528,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh005r567"
968,26,33.76854,-84.3653,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh005rh40"
969,26,33.76864,-84.36521,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh005rhs4"
970,26,33.76865,-84.36524,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh005rhek"
971,26,33.76556,-84.36431,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh004zf9h"
972,26,33.76557,-84.36432,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0,"dnh004zf8y"
973,26,33.75898,-84.39257,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9ehq9"
974,26,33.75898,-84.39268,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9ehk1"
975,26,33.75926,-84.39228,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9emvq"
976,26,33.75924,-84.39227,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9emvd"
977,26,33.75922,-84.39227,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9emtw"
978,26,33.75934,-84.39231,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9eqkt"
979,26,33.75937,-84.39228,"Large trees that fruit a week before anything else -- Added by Craig",05/13/14,50.167.165.164,0,"dn5bp9eqt6"
980,26,33.99938,-85.05195,"Large tree -- Added by Craig",05/13/14,50.167.165.164,0,"dn592t7h9z"
981,26,33.9994,-85.05191,"Large tree -- Added by Craig",05/13/14,50.167.165.164,0,"dn592t7hfg"
982,26,34.0009,-85.05341,"Large tree -- Added by Craig",05/13/14,50.167.165.164,0,"dn592t9vxg"
983,26,34.00101,-85.0535,"Large tree -- Added by Craig",05/13/14,50.167.165.164,0,"dn592t9yjz"
984,26,34.00649,-85.05756,"A few more around here... -- Added by Craig",05/13/14,50.167.165.164,0,"dn592qwypj"
985,26,34.00651,-85.0577,"A few more around here... -- Added by Craig",05/13/14,50.167.165.164,0,"dn592qwy7b"
986,12,33.79374,-84.27625,"Mulberry overhangs sidewalk -- Added by stacie.boschma@gmail.com",05/20/14,38.110.37.248,0,"dnh04pzyv1"
987,7,33.79372,-84.27635,"Elder is mixed into the foliage along the embankment -- Added by stacie.boschma@gmail.com",05/20/14,38.110.37.248,0,"dnh04pzydt"
988,12,33.78586,-84.388," -- Added by ",05/23/14,167.121.4.36,0,"dn5bpww8ch"
989,12,33.78566,-84.38312," -- Added by ",05/23/14,167.121.4.35,0,"dn5bpy6pdz"
990,12,33.78161,-84.38244," -- Added by ",05/23/14,167.121.4.35,0,"dn5bpvf84s"
991,12,33.77616,-84.38134," -- Added by ",05/23/14,167.121.4.35,0,"dn5bpug2kk"
992,12,33.78603,-84.37072,"Down the Beltline trail a short ways - several trees on the lefthand side of the trail. -- Added by Grant McFerrin - gjmcferrin@gmail.com",05/27/14,66.249.88.12,0,"dnh00ne1gs"
993,12,33.78644,-84.38605,"White mulberries - corner of the parking lot -- Added by ",05/27/14,66.249.88.12,0,"dn5bpwxuq8"
994,25,33.77274,-84.2611,"Bushes growing along the fence at Avondale Elementary. -- Added by Jenn Purdy 404-964-1319",05/29/14,71.204.84.134,0,"dnh04s4uqp"
995,26,33.76408,-84.34354," -- Added by ",06/02/14,70.193.139.63,0,"dnh00dwfj0"
996,12,33.8037,-84.42145,"On the left hand side of the road as you head NW -- Added by ",06/05/14,204.77.244.242,0,"dn5bqcy0vd"
997,12,33.80484,-84.42274,"On the right hand side of the road as you head NW -- Added by ",06/05/14,204.77.244.242,0,"dn5bqcvprw"
998,12,33.76144,-84.27297," -- Added by jbaker232@gmail.com",06/09/14,76.97.69.190,0,"dnh046469k"
999,12,33.75766,-84.3656," -- Added by webbeh@gmail.com",06/14/14,24.99.57.248,0,"dnh001que5"
1000,20,33.769559,-84.347075,"native -- Added by ",06/15/14,66.87.148.79,0,"dnh00es3fwn3"
1001,12,33.75121,-84.36541," -- Added by ",06/18/14,70.43.136.194,0,"dnh000nzp3"
1002,12,33.75084,-84.36762," -- Added by ",06/18/14,70.43.136.194,0,"dnh000jkgu"
1003,12,33.80761,-84.40172,"10+ mature trees -- Added by kenan.crawford.hill@gmail.com",07/18/14,50.203.252.110,0,"dn5br6kx97"
1004,18,33.76602,-84.368,"Huge! -- Added by Craig",08/06/14,24.99.63.68,0,"dnh004vj74"
1012,2,33.74385,-84.33931,"",02/17/11,98.88.255.85,1,"djupbycupt"
1013,5,33.74383,-84.33929,"",02/17/11,98.88.255.85,1,"djupbyfh01"
1014,16,33.74378,-84.3393,"",02/17/11,98.88.255.85,1,"djupbycgzb"
1015,4,33.74382,-84.33928,"",02/17/11,98.88.255.85,1,"djupbyf5br"
1016,15,33.7438,-84.33926,"Raspberries",02/17/11,98.88.255.85,1,"djupbyf5bu"
1017,24,33.74395,-84.33929,"",02/17/11,98.88.255.85,1,"djupbyfhb0"
1018,8,33.74398,-84.33931,"dwarf fig",02/17/11,98.88.255.85,1,"djupbycuzt"
1019,16,33.74086,-84.33147,"",02/17/11,98.88.255.85,1,"djupbyrdy2"
1020,2,33.7375,-84.34715,"",02/17/11,72.152.9.253,1,"djupbtsr0v"
1021,15,33.7314,-84.37343,"herbs",02/17/11,98.92.19.243,1,"djupbh95ss"
1022,26,33.75249,-84.35917,"princess diana",02/18/11,98.92.19.243,1,"dnh0027w8b"
1023,26,33.75249,-84.35923,"princess diana",02/18/11,98.92.19.243,1,"dnh0027qx2"
1024,2,33.75043,-84.3583,"",04/04/11,98.92.19.98,1,"dnh002h4t0"
1025,2,33.75053,-84.35832,"",04/04/11,98.92.19.98,1,"dnh002h5hd"
1026,26,33.75248,-84.35924,"Princess Dianna",04/04/11,98.92.19.98,1,"dnh0027qrn"
1027,26,33.7525,-84.35943,"Princess Dianna",04/04/11,98.92.19.98,1,"dnh0027qdf"
1028,17,33.7637,-84.3116,"",04/27/11,98.219.8.57,1,"dnh016qp"
1029,4,33.73863,-84.34462,"",04/29/11,98.92.20.58,1,"djupbtyjgb"
1030,8,33.77115,-84.35757,"",05/08/11,98.219.8.57,1,"dnh007uenn"
1031,8,33.75915,-84.31085,"",05/08/11,98.219.8.57,1,"dnh013wtqc"
1032,15,33.76792,-84.34718,"Loquat, ripe in Mid May",05/13/11,98.219.8.57,1,"dnh00ek22k"
1033,12,33.76272,-84.31963,"",05/15/11,98.92.227.148,1,"dnh0162645"
1034,13,33.75615,-84.31564,"",05/15/11,98.92.227.148,1,"dnh01355z4"
1035,15,33.77534,-84.32916,"Black Walnut",05/15/11,98.92.227.148,1,"dnh01h97s5"
1036,23,33.76079,-84.31095,"owner gladly lets you pick the fruit in late summer/early fall",05/15/11,98.92.227.148,1,"dnh013ywu7"
1037,18,33.75249,-84.33922,"",05/18/11,98.219.8.57,1,"dnh00b6n98"
1038,17,33.75091,-84.35189,"",05/18/11,98.219.8.57,1,"dnh0080v69"
1039,5,33.75025,-84.36291,"Maybe?",05/20/11,98.219.8.57,1,"dnh0020c3w"
1040,17,33.75022,-84.36025,"",05/20/11,98.219.8.57,1,"dnh00249r9"
1041,13,33.75008,-84.35928,"",05/20/11,98.219.8.57,1,"dnh00252qq"
1042,15,33.74879,-84.34218,"Loquat",05/20/11,98.219.8.57,1,"djupbxzbuy"
1043,15,33.74873,-84.34218,"Loquat",05/20/11,98.219.8.57,1,"djupbxzbsg"
1044,15,33.76327,-84.33229,"Loquat",05/30/11,98.219.8.57,1,"dnh00frj71"
1045,8,33.81596,-84.31565,"small",05/30/11,127.0.0.1,1,"dnh03k50nz"
1046,8,33.82102,-84.3214,"2 good sized fig trees",05/30/11,127.0.0.1,1,"dnh03hzj8z"
1047,5,33.81879,-84.32079,"black cherries at the intersection",05/30/11,127.0.0.1,1,"dnh03hx2xp"
1048,3,33.82371,-84.32923,"by the side of the park entrance, not many of them.",05/30/11,127.0.0.1,1,"dnh03j3m6s"
1049,5,33.80983,-84.35183,"very tall and fruitful black cherry tree",05/30/11,127.0.0.1,1,"dnh02dbuec"
1050,8,33.80149,-84.34917,"Mis-sized fig",05/30/11,127.0.0.1,1,"dnh0296gcy"
1051,17,33.79589,-84.3476,"small, but fruiting tree",05/30/11,127.0.0.1,1,"dnh0287gq6"
1052,8,33.80162,-84.34432,"fair sized fig",05/30/11,127.0.0.1,1,"dnh029qkdy"
1053,22,33.79366,-84.34745,"in the backyard",05/30/11,127.0.0.1,1,"dnh00xun3f"
1054,10,33.79418,-84.3528,"2 female ginkos",05/30/11,127.0.0.1,1,"dnh02801m7"
1055,8,33.79541,-84.35473,"i think a large backyard fig behind 1490",05/30/11,127.0.0.1,1,"dnh022qb83"
1056,17,33.79558,-84.36344,"big, weird peach tree. maybe having trouble due to vines?",05/30/11,127.0.0.1,1,"dnh02223t2"
1057,17,33.82126,-84.3196,"mid sized, by 1728",05/30/11,127.0.0.1,1,"dnh03kbr4g"
1058,8,33.81094,-84.28683,"possibly an enormous fig tree behind 2467",05/30/11,127.0.0.1,1,"dnh06505n8"
1059,10,33.81508,-84.28289,"huge, huge lady ginko at 1233",05/30/11,127.0.0.1,1,"dnh065g547"
1060,8,33.81648,-84.27899,"3 figs at 1246",05/30/11,127.0.0.1,1,"dnh06hjgm0"
1061,8,33.81648,-84.27899,"3 figs at 1246",05/30/11,127.0.0.1,1,"dnh06hjgm0"
1062,17,33.79715,-84.35002,"",06/01/11,98.219.8.57,1,"dnh028d4wj"
1063,19,33.75008,-84.35981,"Elliot Pecan according to Janna",06/01/11,98.219.8.57,1,"dnh002503y"
1064,17,33.74872,-84.36562,"Peaches at 214 according to Janna",06/01/11,98.219.8.57,1,"djupbpybd9"
1065,17,33.75004,-84.36602,"Peaches at 167 according to Janna",06/01/11,98.219.8.57,1,"dnh000n81p"
1066,17,33.75527,-84.35244,"",06/03/11,98.219.8.57,1,"dnh008bqtw"
1067,17,33.74961,-84.36327,"At 182 estoria according to Janna",06/03/11,98.219.8.57,1,"djupbrbt9r"
1068,8,33.74977,-84.36326,"At 186 estoria according to Janna",06/03/11,98.219.8.57,1,"djupbrbw9t"
1069,2,33.76439,-84.35413,"",06/05/11,98.219.8.57,1,"dnh006x5y6"
1070,17,33.75757,-84.31857,"",06/05/11,98.219.8.57,1,"dnh0133h4g"
1071,23,33.76078,-84.31095,"private property, but owner happily allows pear picking with permission.",06/20/11,74.2.230.250,1,"dnh013ywu3"
1072,4,33.83349,-84.15322,"Private home in back yard ",06/29/11,166.137.14.6,1,"dnh0mp1qrg"
1073,8,33.75602,-84.30379,"Biggest fig tree ever! I\'ll stop by soon! -Gibby",06/29/11,166.137.14.6,1,"dnh0195g56"
1074,8,33.733,-84.36214,"Baby fig at the end of the street",07/28/11,174.252.137.105,1,"djupbkckgw"
1075,2,33.75031,-84.36135,"Somewhere near here",07/29/11,98.219.8.57,1,"dnh0021cy1"
1076,21,33.87936,-84.27948,"maybe ",08/12/11,66.87.105.135,1,"dnh0dpt99f"
1077,22,33.58304,-84.5094,"",08/15/11,67.103.46.138,1,"djgzhcw5kk"
1078,8,33.75494,-84.33024,"3 biggies between the houses",08/16/11,174.252.167.146,1,"dnh010bsfb"
1079,8,33.86235,-84.26418,"verified",08/18/11,98.219.8.57,1,"dnh0ds2wqr"
1080,8,33.86235,-84.26409,"verified",08/18/11,98.219.8.57,1,"dnh0ds2y2r"
1081,22,33.86229,-84.26396,"verified",08/18/11,98.219.8.57,1,"dnh0ds2y5k"
1082,22,33.8623,-84.26387,"verified",08/18/11,98.219.8.57,1,"dnh0ds2yjw"
1083,2,34.17476,-84.16729,"Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798",08/18/11,98.219.8.57,1,"dnh4ktr4rv"
1084,18,34.17474,-84.16744,"3 trees. Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798",08/18/11,98.219.8.57,1,"dnh4ktr4k3"
1085,8,34.17468,-84.16733,"Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798",08/18/11,98.219.8.57,1,"dnh4ktr1zn"
1086,6,34.17477,-84.16709,"Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798",08/18/11,98.219.8.57,1,"dnh4ktr6kw"
1087,13,34.1747,-84.16759,"Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798",08/18/11,98.219.8.57,1,"dnh4ktr411"
1088,19,34.17472,-84.16709,"Belong to RIck Daniel - Rld6369@bellsouth.net, 770-294-7798",08/18/11,98.219.8.57,1,"dnh4ktr6ht"
1089,8,33.78024,-84.40094,"Notes",09/16/11,166.248.66.123,1,"dn5bpmt05t"
1090,22,33.87117,-84.25418,"verified",09/18/11,66.87.107.110,1,"dnh0dwpcz7"
1091,20,33.87108,-84.25417,"verified japanese",09/18/11,66.87.109.165,1,"dnh0dwpcrd"
1092,15,33.77411,-84.3151,"Chestnuts",09/30/11,24.30.98.161,1,"dnh01k7s7y"
1093,15,33.77424,-84.31493,"Chestnuts ",09/30/11,24.30.98.161,1,"dnh01k7tpw"
1094,22,33.76856,-84.33309,"ripe in late october 2011",11/06/11,98.219.8.57,1,"dnh00gqs0e"
1095,18,33.88039,-84.22143,"Super nice red pears",12/18/11,98.219.8.57,1,"dnh0erxzd6"
1096,22,33.79078,-84.29492,"",12/21/11,98.219.8.57,1,"dnh01z6m9c"
1097,2,33.82815,-84.2875,"2 young gala apples",12/26/11,66.87.108.255,1,"dnh03ypxqb"
1098,9,33.74418,-84.34008,"",01/26/12,98.92.18.75,1,"djupbycqje"
1099,15,33.74402,-84.33935,"Jujube",02/09/12,208.54.44.199,1,"djupbycvnt"
1100,8,33.67732,-84.12664,"",03/21/12,72.152.2.73,1,"djuptdube5"
1101,12,33.75277,-84.33018,"verified, large tree",04/05/12,66.87.110.11,1,"dnh01088hk"
1102,8,33.75444,-84.3305,"verified medium tree",04/05/12,66.87.110.11,1,"dnh010b3ug"
1103,8,33.75496,-84.3302,"verified gigantic tree!",04/05/12,66.87.110.11,1,"dnh010bsgu"
1104,8,33.74266,-84.36644,"good size tree",04/18/12,166.248.107.205,1,"djupbnwjpr"
1105,12,33.74209,-84.36548,"watery tasting. bland.",04/18/12,166.248.107.205,1,"djupbnwcvv"
1106,12,33.74157,-84.36465,"too high to taste.",04/18/12,166.248.107.205,1,"djupbnrwch"
1107,8,33.73657,-84.35588,"mid-sized",04/25/12,166.248.99.202,1,"djupbmtcv8"
1108,8,33.74253,-84.34057,"verified. very big",04/25/12,66.87.108.95,1,"djupby9h6r"
1109,8,33.73495,-84.35762,"backyard fig, good size",04/25/12,166.248.99.202,1,"djupbmk8kf"
1110,8,33.73349,-84.3613,"small to mid sized",04/25/12,166.248.99.202,1,"djupbkczz4"
1111,12,33.7418,-84.37178,"big",04/25/12,166.248.99.202,1,"djupbnd25p"
1112,18,33.74183,-84.37176,"tall, tall tree",04/25/12,166.248.99.202,1,"djupbnd27m"
1113,22,33.73895,-84.36963,"fair sized, lots of buds",04/25/12,166.248.99.202,1,"djupbjgzth"
1114,17,33.73898,-84.36967,"small",04/25/12,166.248.99.202,1,"djupbjgzu1"
1115,17,33.73725,-84.36528,"mid sized",04/26/12,166.248.99.202,1,"djupbjxjdr"
1116,2,33.76079,-84.35256,"Planted 2009. Owner uses them.",04/28/12,98.219.8.57,1,"dnh009bqfg"
1117,2,33.70685,-84.42155,"",05/13/12,98.219.8.57,1,"djgzybnhek"
1118,17,33.70684,-84.42162,"",05/13/12,98.219.8.57,1,"djgzybnh9d"
1119,17,33.70691,-84.42165,"",05/13/12,98.219.8.57,1,"djgzybnhbz"
1120,2,33.74348,-84.34535,"",05/16/12,98.219.8.57,1,"djupbwvd4b"
1121,17,33.74327,-84.34599,"might be next door",05/16/12,98.219.8.57,1,"djupbwv0gc"
1122,20,33.83429,-84.28182,"large persimmon somewhere near here",05/24/12,98.219.8.57,1,"dnh06p7g52"
1123,17,33.75405,-84.3627,"Steve Ab\'s recon. Don\'t know if public or private.",06/27/12,24.126.245.85,1,"dnh0028zwd"
1124,2,33.90989,-84.19137,"",07/14/12,24.126.245.221,1,"dnh0ujjeqv"
1125,8,33.90039,-84.44262,"residential",07/18/12,166.248.96.249,1,"dn5by7qu06"
1126,18,33.90027,-84.44257,"residential",07/18/12,166.248.96.249,1,"dn5by7qg3s"
1127,8,33.804918,-84.347957,"Small fig next to the road",07/21/12,66.87.109.9,1,"dnh029gxyjkw"
1128,19,33.76122,-84.36178,"This tree (planted some where down below)comes up at the level  of elevated N. Highland and fruit falls on the sidewalk",07/30/12,74.92.194.145,1,"dnh00619k5"
1129,19,33.76091,-84.35886,"Another huge pecan tree (could lie in carpenters at large\'s lot)",07/30/12,74.92.194.145,1,"dnh003gz81"
1130,2,33.81452,-84.29809,"Notes",07/31/12,75.94.204.144,1,"dnh03g8pb5"
1131,2,33.85973,-84.20774,"several small trees near roadway",08/10/12,66.87.104.95,1,"dnh0egcz1r"
1132,18,33.85817,-84.1637,"verified ripe late aug 2012",08/28/12,98.219.8.211,1,"dnh0sg9y5s"
1133,8,33.81771,-84.32619,"",09/06/12,98.219.8.211,1,"dnh03h7d3q"
1134,20,33.80794,-84.09018,"tiny Asians, but loaded",09/06/12,70.193.128.246,1,"dnh0q6x3sb"
1135,20,33.80769,-84.08997,"pretty big tree by the street",09/06/12,70.193.128.246,1,"dnh0q6x81d"
1136,18,33.74307,-84.33514,"back yard tree. very tall",09/14/12,70.193.130.40,1,"djupbytp8u"
1137,20,33.75354,-84.31601,"tall tree, good looking fruit, but maybe too high to pick",09/14/12,70.193.130.40,1,"dnh012duwe"
1138,18,33.75363,-84.31606,"strange tree held up by Crosses",09/14/12,70.193.130.40,1,"dnh012dvjk"
1139,20,33.88739,-84.24731,"Asian",09/18/12,98.219.8.211,1,"dnh0fchbr7"
1140,12,33.73062,-84.35718,"",09/25/12,50.13.220.67,1,"djupbkkzp5"
1141,21,33.73106,-84.35451,"",09/25/12,50.13.220.67,1,"djupbkwctm"
1142,12,33.73059,-84.35718,"",09/28/12,50.13.220.67,1,"djupbkkyzj"
1143,15,33.650022,-84.448129,"something appeared very full here in late sept 2012. apples? pears?",09/28/12,66.87.105.107,1,"djgzqmf9xfxp"
1144,12,33.73047,-84.35724,"",09/29/12,50.13.220.67,1,"djupbkkyjz"
1145,15,33.73047,-84.35732,"",09/29/12,50.13.220.67,1,"djupbkky5z"
1146,15,33.7377,-84.37335,"",09/29/12,50.13.220.67,1,"djupbjc0q7"
1147,8,33.75687,-84.35549,"",10/16/12,130.199.3.165,1,"dnh003q0n8"
1148,10,39.8363,-122.45573,"",10/28/12,50.13.220.67,1,"9r0ft7yrq8"
1149,8,38.33555,-120.69791,"",10/28/12,50.13.220.67,1,"9qf4j6y2yb"
1150,15,-77.61555,103.01131,"very fruitful mango tree",10/28/12,50.13.220.67,1,"n61q2nd89k"
1151,21,33.73098,-84.35457,"",11/07/12,50.13.220.67,1,"djupbkwchn"
1152,18,33.94137,-84.21249,"Picked 10/12/12 -- late. Owner says they use some, but didn\'t mind",11/17/12,98.219.8.211,1,"dnh15dy6fc"
1153,15,33.91749,-84.35541,"Pears, figs, muscadines -- see email from Lili",11/24/12,98.219.8.211,1,"dnh0bqqr8q"
1154,23,33.758903,-84.324672,"",11/25/12,66.87.109.102,1,"dnh011seuexk"
1155,23,33.754518,-84.325804,"",11/25/12,66.87.109.102,1,"dnh010gf665n"
1156,9,33.73627,-84.35647,"big, in 949\'s backyard",12/23/12,70.193.131.13,1,"djupbmt2pb"
1157,20,33.819644,-84.329912,"large Asian persimmon around here (from Stuart)",01/28/13,66.87.111.176,1,"dnh03h8vdws4"
1158,18,33.74402,-84.33881,"good fruit, pruned -- Added by ",02/10/13,50.10.104.248,1,"djupbyfm5m"
1159,18,33.74412,-84.33881,"planted 2011 -- Added by ",02/10/13,50.10.104.248,1,"djupbyfmer"
1160,26,33.74005,-84.3403,"planted 2013 -- Added by ",02/10/13,50.10.104.248,1,"djupby1q09"
1161,26,33.74005,-84.34037,"planted 2013 -- Added by ",02/10/13,50.10.104.248,1,"djupby1nnc"
1162,12,33.7759,-84.35999," -- Added by paige.enfinger@gmail.com",06/18/13,75.147.199.185,1,"dnh00kdyvu"
1163,12,33.77478,-84.35858," -- Added by paige.enfinger@gmail.com",06/18/13,75.147.199.185,1,"dnh00kebqe"
1164,18,33.77081,-84.33174,"Big pear in yard of 607 Hardendorf -- Added by ",06/29/13,76.111.61.195,1,"dnh00gz90p"
1165,9,33.902292,-84.302525,"across from playground -- Added by ",07/17/13,66.87.104.123,1,"dnh0cesz0v33"
1166,2,33.77624,-84.35877,"mid-sized tree, minimal production -- Added by ",07/19/13,70.193.129.94,1,"dnh00kgbf5"
1167,20,33.79038,-84.42068,"Mature tree on edge of fenced wooded lot, just outside fence. Tree can be seen alongside public road. -- Added by omniscate@gmail.com",07/23/13,72.145.176.89,1,"dn5bnzqepx"
1168,2,33.73228,-84.33799,"huge tree, huge house. -- Added by ",07/24/13,70.193.129.94,1,"djupbufby2"
1169,17,33.74188,-84.35422," big tree, producing a lot -- Added by ",08/06/13,70.193.135.78,1,"djupbqx0sn"
1170,2,34.24169,-84.3992,"Aub says there\'s biggie apples here -- Added by craig",08/07/13,76.111.61.195,1,"dn5fz3w2k1"
1171,2,34.23514,-84.37405,"Aub says there\'s biggie apples here -- Added by craig",08/07/13,76.111.61.195,1,"dnh4b02dnh"
1172,2,34.22888,-84.36286,"Aub says huge apples here -- Added by craig",08/07/13,76.111.61.195,1,"dnh48r0vdv"
1173,2,34.23034,-84.368,"Aub says theres apples here -- Added by craig",08/07/13,76.111.61.195,1,"dnh48pmn5j"
